336,41;1454166667262;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;30.1.2016 16:11;
336,41;1454209868679;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;31.1.2016 4:11;
336,41;1454253071405;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;31.1.2016 16:11;
336,41;1454296273420;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;1.2.2016 4:11;
336,41;1454339475024;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;1.2.2016 16:11;
336,41;1454382676125;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;2.2.2016 4:11;
336,41;1454425877379;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;2.2.2016 16:11;
336,41;1454469081266;https://geizhals.de//redir.cgi?h=metacomp-de&loc=http%3A%2F%2Fxtreme.metacomp.de%2FShop%2FDE%2FProduct%2FDetails%2F3943%2F2002668%2Ffalse%2F&ghaID=1354271&key=579cbdddd51b9c7b7ad76e9985aa1ba3;3.2.2016 4:11;
327,78;1454512284011;https://geizhals.de//redir.cgi?h=csv&loc=http%3A%2F%2Fwww.csv-direct.de%2Fartinfo.php%3Fartnr%3DA%20G3N661173%26KATEGORIE%3D044%26pva%3Dgeizhals%26data%3DW4JjU6q4TqfTiAkDq8zmI%252FPh8NM9KOqNHg8EtNPJ0sIoIO4rEmNeJi4Ju2eS%252BucFXcw6m0MfBStzSStv%252BxoOvJml1XgxsrJpIJLaT0xcqXipDK5iN4ZPlT20%252BlcVLI1z0zjdATuBim9afPfHwu4OzsgsTHouFXP7%252BldwiQWWwsk%253D&ghaID=1354271&key=a2c3d674e6c32234a19321d4282838ab;3.2.2016 16:11;
327,78;1454555485260;https://geizhals.de//redir.cgi?h=csv&loc=http%3A%2F%2Fwww.csv-direct.de%2Fartinfo.php%3Fartnr%3DA%20G3N661173%26KATEGORIE%3D044%26pva%3Dgeizhals%26data%3DW4JjU6q4TqfTiAkDq8zmI%252FPh8NM9KOqNHg8EtNPJ0sIk0b7HGH%252Bf60KMT4nA5LfMCJ12PYv8oWhraU9xpHPXZVWqyt35qHgi8%252Fa%252FnL27YgLaAsxLlxjbmCSuJAwtY%252BhQ%252Bp3xtLZW1cNFVQV3I64jYnvQGUYATzqx%252FUNYdnKEQ%252FU%253D&ghaID=1354271&key=19848ea186a31555af4d4e136683f88e;4.2.2016 4:11;
333,9;1454598688183;https://geizhals.de//redir.cgi?h=jacob&loc=http%3A%2F%2Fdirekt.jacob-computer.de%2FArbeitsspeicher-RAM%2FDDR4%2FCorsair-Dominator-Platinum-CMD32GX4M4B3200C16-artnr-2605993.html%3Fref%3D103&ghaID=1354271&key=1ab0819ec7313c2367bdb354620b529a;4.2.2016 16:11;
333,9;1454641889948;https://geizhals.de//redir.cgi?h=jacob&loc=http%3A%2F%2Fdirekt.jacob-computer.de%2FArbeitsspeicher-RAM%2FDDR4%2FCorsair-Dominator-Platinum-CMD32GX4M4B3200C16-artnr-2605993.html%3Fref%3D103&ghaID=1354271&key=1ab0819ec7313c2367bdb354620b529a;5.2.2016 4:11;
329,5;1454674657144;https://geizhals.de//redir.cgi?h=csv&loc=http%3A%2F%2Fwww.csv-direct.de%2Fartinfo.php%3Fartnr%3DA%20G3N661173%26KATEGORIE%3D044%26pva%3Dgeizhals%26data%3DNW5vBz%252BiiP1H9uXE2H%252FlWKQlrNNOm%252BMdQbIGSGPFcLRt%252BUGIc8HOZVALW04EmFxTc80RFlDlEnMu3%252FNx0J1t2FU3tT4agIQMrZP7%252FMHUQ9gHfa4jgGzapUWudlpBdOcZhFtk5w%252FWTftA1V5zeFjAHVNunHIyxzFw5rbhrsUEwnU%253D&ghaID=1354271&key=1de27e76069dfcef60a229e925f38069;5.2.2016 13:17;
